datasets,spl,single_ans,conversations,answer
ibm_claim_pola,sample,Against,The number of sites that can be economically developed for hydroelectric production is limited,['Against']
ibm_claim_pola,sample,Against,The naval blockade was imposed as a legitimate security measure in order to prevent weapons from entering Gaza,['Against']
ibm_claim_pola,sample,Against,Refugee populations consist of people who are terrified and are away from familiar surroundings,['Against']
ibm_claim_pola,sample,Against,Symbolic speech is recognized as being protected under the First Amendment as a form of speech,['Against']
ibm_claim_pola,sample,Against,government at times has to intervene to ensure competition in large and important industries,['Against']
ibm_claim_pola,sample,Against,criminalizing abortion will lead to the deaths of many women through ‘back-alley abortions,['Against']
ibm_claim_pola,sample,Against,"free' competition means for the great mass of people a tyranny probably worse, because more irresponsible, than that of the state",['Against']
ibm_claim_pola,sample,Against,Parents have the exclusive right to determine freely and responsibly the number and spacing of their children,['Against']
ibm_claim_pola,sample,Against,The blasphemy law is now a dead letter,['Against']
ibm_claim_pola,sample,Against,there is no convincing evidence that prove that media violence cause violent crime or any type of real life violence,['Against']
ibm_claim_pola,sample,Against,abstinence-only programs did not reduce the likelihood of pregnancy,['Against']
ibm_claim_pola,sample,Against,Free trade is colonialism or imperialism in disguise,['Against']
ibm_claim_pola,sample,Against,Condoms  prevent sexually transmitted infections,['Against']
ibm_claim_pola,sample,Against,with federal school vouchers inevitably come further central government regulation and loss of local control over education,['Against']
ibm_claim_pola,sample,Against,the age at which retirement is mandated is often somewhat arbitrary and not based upon an actual physical evaluation of an individual person,['Against']
ibm_claim_pola,sample,Against,"The lack of education on safe sex, whether it’s from parents, schools, or otherwise, is a cause of teenage pregnancy",['Against']
ibm_claim_pola,sample,Against,"A community of separate cultures fosters a rights mentality, rather than a responsibilities mentality",['Against']
ibm_claim_pola,sample,Against,the comprehensive programs work for youth population across the spectrum,['Against']
ibm_claim_pola,sample,Against,redistribution of legitimately obtained property cannot ever be just,['Against']
ibm_claim_pola,sample,Against,effective enforcement of intellectual property rights is critical to sustaining economic growth,['Against']
ibm_claim_pola,sample,Against,"The American Jobs Act gives more tax breaks, thus contributing more to the federal deficit",['Against']
ibm_claim_pola,sample,Against,"with doping legal, all competitive athletes would be compelled to use drugs, and the net effect would be a level playing field but with widespread health consequences",['Against']
ibm_claim_pola,sample,Against,Government-enforced right of access inescapably dampens the vigor and limits the variety of public debate,['Against']
ibm_claim_pola,sample,Against,Conscription represents slavery and involuntary servitude,['Against']
ibm_claim_pola,sample,Against,"many skills can be learned from the gaming experience, it builds practical and intellectual skills",['Against']
ibm_claim_pola,sample,Against,Choosing to be childfree is both difficult and undesirable,['Against']
ibm_claim_pola,sample,Against,Environmental costs are imposed on communities living downstream of the dams,['Against']
ibm_claim_pola,sample,Against,"the Catholic Church should support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder",['Against']
ibm_claim_pola,sample,Against,Voter identification laws could suppress the turnout by voters,['Against']
ibm_claim_pola,sample,Against,abstinence-only-until-marriage programs are ineffective,['Against']
ibm_claim_pola,sample,Against,redistribution tends to benefit those with political clout to set spending priorities more than those in need,['Against']
ibm_claim_pola,sample,Against,the free market can damage national traditions,['Against']
ibm_claim_pola,sample,Against,democracy is criticised for not offering enough political stability,['Against']
ibm_claim_pola,sample,Against,The right to collectively bargain is recognized through international human rights conventions,['Against']
ibm_claim_pola,sample,Against,"God, the beginning and end of all, can, by the natural light of human reason, be known with certainty from the works of creation",['Against']
ibm_claim_pola,sample,Against,fatalities are rare in heavyweight matches,['Against']
ibm_claim_pola,sample,Against,Corruption undermines democracy and good governance,['Against']
ibm_claim_pola,sample,Against,"the right to self-defence requires that peaceful means are first exhausted before resorting to military force, something Israel ""did not even contemplate doing",['Against']
ibm_claim_pola,sample,Against,economic sanctions and political pressure on the Burmese military regime remain the only feasible policy to achieve a restoration of democracy and human rights in Burma,['Against']
ibm_claim_pola,sample,Against,sex education programs focusing on both abstinence and contraception had a positive effect on teen sexual behavior,['Against']
ibm_claim_pola,sample,Against,application for asylum could be denied regardless of the legitimacy of their claim,['Against']
ibm_claim_pola,sample,Against,Video game content is a form of freedom of expression,['Against']
ibm_claim_pola,sample,Against,No evidence has found that violent games are psychologically harmful to minors,['Against']
ibm_claim_pola,sample,Against,School vouchers would erode educational standards and reduce funding,['Against']
ibm_claim_pola,sample,Against,democracy could be easily exploited by leaders with dictatorial aspirations,['Against']
ibm_claim_pola,sample,Against,trade barriers should exist to help poor nations build domestic industries,['Against']
ibm_claim_pola,sample,Against,Monarchs rule with the intent of improving the lives of their subjects,['Against']
ibm_claim_pola,sample,Against,"The construction of new hydroelectric power plants means environmental impacts as large areas need to be flooded, altering the ecosystem",['Against']
ibm_claim_pola,sample,Against,A community of separate cultures works against quick and effective integration,['Against']
ibm_claim_pola,sample,Against,There is a wide range of health concerns for users of anabolic steroids,['Against']
ibm_claim_pola,sample,Against,"The new establishment of democratic institutions in countries where the associated practices have as yet been uncommon or deemed culturally unacceptable, can result in institutions, that are not sustainable in the long term",['Against']
ibm_claim_pola,sample,Against,"the war was targeted against the ""people of Gaza as a whole",['Against']
ibm_claim_pola,sample,Against,"the Church's ban on condoms has ""caused the death of millions",['Against']
ibm_claim_pola,sample,Against,abortions should be legal under any circumstances,['Against']
ibm_claim_pola,sample,Against,software produced in this fashion may lack standardization and be incompatible with various computer applications,['Against']
ibm_claim_pola,sample,Against,God must exist to give force to moral obligations,['Against']
ibm_claim_pola,sample,Against,Affirmative action policies engender animosity toward preferred groups,['Against']
ibm_claim_pola,sample,Against,"lower water ﬂow and alterations in the rainfall regime, could reduce total energy production",['Against']
ibm_claim_pola,sample,Against,abstinence only sex education is ineffective,['Against']
ibm_claim_pola,sample,Against,the pipeline could pollute air and water supplies,['Against']
ibm_claim_pola,sample,Against,"Dams can severely reduce the amount of water reaching countries downstream of them, causing water stress between the countries",['Against']
ibm_claim_pola,sample,Against,reservoirs cause habitat fragmentation of surrounding areas,['Against']
ibm_claim_pola,sample,Against,The Israeli air strikes have demanded a disproportionate amount of civilian victims,['Against']
ibm_claim_pola,sample,Against,It should be the policy of government to aid and foster certain activities or kinds of business that strengthen a nation,['Against']
ibm_claim_pola,sample,Against,"The natural flow of silt down the river will be interrupted, affecting downstream ecosystems",['Against']
ibm_claim_pola,sample,Against,The sovereign knows the interests of his subjects better than they themselves,['Against']
ibm_claim_pola,sample,Against,"Aside from improving each member state's economies, the bloc also focuses on peace and stability in the region",['Against']
ibm_claim_pola,sample,Against,democratic institutions would do no more than shift the exercise of power from oppression to manipulation,['Against']
ibm_claim_pola,sample,Against,Oil sands extraction is generally held to be more environmentally damaging than conventional crude oil,['Against']
ibm_claim_pola,sample,Against,Multiculturalism would lead to acceptance of barbaric practices,['Against']
ibm_claim_pola,sample,Against,Hydroelectric power is now more difficult to site in developed nations,['Against']
ibm_claim_pola,sample,Against,advertising can be seen as necessary for economic growth,['Against']
ibm_claim_pola,sample,Against,studies of abstinence programs have not produced sufficient evidence to justify their widespread dissemination,['Against']
ibm_claim_pola,sample,Against,the decision to abort must be left to the mother and her physician,['Against']
ibm_claim_pola,sample,Against,one must abort a fetus if the continuation of pregnancy might imperil the life of the woman,['Against']
ibm_claim_pola,sample,Against,free trade hurts developed nations,['Against']
ibm_claim_pola,sample,Against,The idea of multiculturalism had reached the end of its useful life,['Against']
ibm_claim_pola,sample,Against,Many sports organizations have banned the use of performance enhancing drugs and have very strict rules and consequences for people who are caught using them,['Against']
ibm_claim_pola,sample,Against,Affirmative action discriminates against members of a dominant or majority group,['Against']
ibm_claim_pola,sample,Against,immigrants must always lose their own culture - that is the price of immigration,['Against']
ibm_claim_pola,sample,Against,free markets usually fail to deal with the problem of externalities,['Against']
ibm_claim_pola,sample,Against,Gambling is a major international commercial activity,['Against']
ibm_claim_pola,sample,Against,the current compulsory schooling system violates a basic fundamental right of humans: the right to decide what enters our minds,['Against']
ibm_claim_pola,sample,Against,Corruption adds to economic inequality,['Against']
ibm_claim_pola,sample,Against,nothing justifies the suffering inflicted to civilian populations who live trapped in the Gaza strip,['Against']
ibm_claim_pola,sample,Against,such programs fail to provide adequate information to protect the health of adolescents,['Against']
ibm_claim_pola,sample,Against,Monarchy is a source of checks and balances against elected politicians who might seek powers in excess of those conferred by their respective constitutions,['Against']
ibm_claim_pola,sample,Against,laws that forbid the carrying of arms .. disarm only those who are neither inclined nor determined to commit crimes,['Against']
ibm_claim_pola,sample,Against,Subsidies may distort markets,['Against']
ibm_claim_pola,sample,Against,Lack of integration threatens society,['Against']
ibm_claim_pola,sample,Against,affirmative action lowers the bar,['Against']
ibm_claim_pola,sample,Against,The construction of large dams entails many tangible and intangible costs,['Against']
ibm_claim_pola,sample,Against,most children who play violent games do not have problems,['Against']
ibm_claim_pola,sample,Against,the non-dispatchable nature of wind energy production can raise costs for regulation,['Against']
ibm_claim_pola,sample,Against,"free trade agreements generally do not increase the economic freedom of the poor or the working class, and frequently make them poorer",['Against']
ibm_claim_pola,sample,Against,The freedom of association and the effective recognition of the right to collective bargaining are defined as an essential right of workers,['Against']
ibm_claim_pola,sample,Against,"The naval blockade was imposed on the Gaza Strip lawfully, with Israel complying with the conditions for imposing it",['Against']
ibm_claim_pola,sample,Against,"when good people stop having kids, society fails",['Against']
ibm_claim_pola,sample,Against,One of the greatest barriers facing wide acceptance of open-source software relates to the lack of technical and general support,['Against']
ibm_claim_pola,sample,Against,the expression of dissent or subversive views should be tolerated,['Against']
ibm_claim_pola,sample,Against,government austerity can result in economic expansion,['Against']
ibm_claim_pola,sample,Against,it is very difficult (or even impossible) for democracy to be implemented immediately in a country that has no prior experience with it,['Against']
ibm_claim_pola,sample,Against,this four-two-one reconfiguration of the familial structure has distinct ramifications for Chinese society,['Against']
ibm_claim_pola,sample,Against,"while the fetus is innocent and biologically human, it is not a person with a right to life",['Against']
ibm_claim_pola,sample,Against,potential hydroelectric sites are becoming scarce,['Against']
ibm_claim_pola,sample,Against,patents facilitate and encourage disclosure of innovations into the public domain for the common good,['Against']
ibm_claim_pola,sample,Against,"The practice is viewed as a form of age discrimination, or ageism",['Against']
ibm_claim_pola,sample,Against,High-rise blocks became notorious for crime and poverty,['Against']
ibm_claim_pola,sample,Against,the right to freedom of speech is not absolute,['Against']
ibm_claim_pola,sample,Against,"laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime",['Against']
ibm_claim_pola,sample,Against,The decision to leak classified information is something that is illegal,['Against']
ibm_claim_pola,sample,Against,only children have aversive social skills,['Against']
ibm_claim_pola,sample,Against,Israel's attacks represent a severe and massive violation of the International Humanitarian Law,['Against']
ibm_claim_pola,sample,Against,the vast majority of Americans favor broader sex education programs over those that teach only abstinence,['Against']
ibm_claim_pola,sample,Against,"higher population density leads to more specialization and technological innovation, which in turn leads to a higher standard of living",['Against']
ibm_claim_pola,sample,Against,Affirmative action may increase racial tension and benefit the more privileged people within minority groups at the expense of the least fortunate within majority groups,['Against']
ibm_claim_pola,sample,Against,democracy is actually a decline of civilization,['Against']
ibm_claim_pola,sample,Against,Identification requirements may reduce rather than expand the electorate,['Against']
ibm_claim_pola,sample,Against,voter participation in the United States was higher when people could only vote in the primary for their own party,['Against']
ibm_claim_pola,sample,Against,"Israel's attacks were ""more than a holocaust",['Against']
ibm_claim_pola,sample,Against,a full-scale nuclear war would result in the extinction of the human species,['Against']
ibm_claim_pola,sample,Against,a democratic government may not be providing the most good for the most amount of people,['Against']
ibm_claim_pola,sample,Against,wages are naturally driven down in free market systems,['Against']
ibm_claim_pola,sample,Against,It is incorrect to force only one view,['Against']
ibm_claim_pola,sample,Against,there are several key advantages that the BCS has over a playoff system,['Against']
ibm_claim_pola,sample,Against,women's lives are lost due to unsafe abortions when abortion is illegal,['Against']
ibm_claim_pola,sample,Against,violence in video games is not causally linked with aggressive tendencies,['Against']
ibm_claim_pola,sample,Against,abuses of human rights have gone unpunished under truth commissions,['Against']
ibm_claim_pola,sample,Against,China's family planning programs contribute to infanticide,['Against']
ibm_claim_pola,sample,Against,"The world is now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing",['Against']
ibm_claim_pola,sample,Against,The Israeli blockade of Gaza is legal,['Against']
ibm_claim_pola,sample,Against,refugees have much to bring to the countries in which they are resettled in terms of culture and labor,['Against']
ibm_claim_pola,sample,Against,The possibility of getting shot by an armed victim is a substantial deterrent to crime,['Against']
ibm_claim_pola,sample,Against,An open primary law is in general unconstitutional,['Against']
ibm_claim_pola,sample,Against,Reservoirs may contribute to changes in the Earth's climate,['Against']
ibm_claim_pola,sample,Against,implementation of the policy has involved forced abortions and forced sterilization,['Against']
ibm_claim_pola,sample,Against,it is economically beneficial for a state to allow and support gambling institutions,['Against']
ibm_claim_pola,sample,Against,any equalities achieved will entail future inequalities,['Against']
ibm_claim_pola,sample,Against,all proposed alternatives to copyright protection do not allow for viable business models,['Against']
ibm_claim_pola,sample,Against,abstinence-only sex education distorts information about contraceptives,['Against']
ibm_claim_pola,sample,Against,voters may not be educated enough to exercise their democratic right,['Against']
ibm_claim_pola,sample,Against,some forms of multiculturalism can divide people,['Against']
ibm_claim_pola,sample,Against,"separating citizens by ethnicity or race and providing immigrant groups ""special privileges"" can harm the very groups they are intended to help",['Against']
ibm_claim_pola,sample,Against,"aggressive children tend to select more violent video games, not the inverse",['Against']
ibm_claim_pola,sample,Against,affirmative action policies encourage non-preferred groups to designate themselves as members of preferred groups,['Against']
ibm_claim_pola,sample,Against,limiting access to guns by law-abiding people makes them more vulnerable to armed criminals,['Against']
ibm_claim_pola,sample,Against,there is not good argument for God's existence that arises from pure reason alone,['Against']
ibm_claim_pola,sample,Against,Freedom of speech is a fundamental human right,['Against']
ibm_claim_pola,sample,Against,Many tower blocks experience structural decay,['Against']
ibm_claim_pola,sample,Against,Tower blocks may be inherently more prone to casualties from a fire,['Against']
ibm_claim_pola,sample,Against,Burma's rulers continue to defy the world's just demand to stop their vicious persecution,['Against']
ibm_claim_pola,sample,Against,a playoff system would create conflicts with student-athletes' studies,['Against']
ibm_claim_pola,sample,Against,"sexual behavior after puberty is a given, and it is therefore crucial to provide information about the risks and how they can be minimized",['Against']
ibm_claim_pola,sample,Against,"all human experience and action (even the condition of unbelief, itself) is a proof for the existence of God",['Against']
ibm_claim_pola,sample,Against,conscription would not provide adequate protection for the rights of conscientious objectors,['Against']
ibm_claim_pola,sample,Against,reliance on hydropower makes electricity generation vulnerable to droughts,['Against']
ibm_claim_pola,sample,Against,A larger population means more production,['Against']
ibm_claim_pola,sample,Against,Hamas was willing to renew the cease-fire under the original terms,['Against']
ibm_claim_pola,sample,Against,The naval blockade's implementation complied with the requirements of international law.,['Against']
ibm_claim_pola,sample,Against,content-based restrictions on games are unconstitutional,['Against']
ibm_claim_pola,sample,Against,"Legislation to impose restrictive photo ID requirements has the potential to block millions of eligible American voters, and thus suppress the right to vote",['Against']
ibm_claim_pola,sample,Against,Bribery encourages rent seeking behaviour,['Against']
ibm_claim_pola,sample,Against,Racial prejudice and discrimination no longer exists,['Against']
ibm_claim_pola,sample,Against,"A natural moral order requires the existence of God as orthodoxly conceived, so god must exist",['Against']
ibm_claim_pola,sample,Against,Reducing earmarks does not reduce government spending,['Against']
ibm_claim_pola,sample,Against,arms allow for successful rebellions against tyranny,['Against']
ibm_claim_pola,sample,Against,most of the world's major economies are resorting to protectionist measures as the global economic slowdown begins to bite,['Against']
ibm_claim_pola,sample,Against,democracies are inefficient,['Against']
ibm_claim_pola,sample,Against,Condoms have the  feature of helping to prevent the spread of sexually transmitted diseases,['Against']
ibm_claim_pola,sample,Against,The monarchy works well,['Against']
ibm_claim_pola,sample,Against,The unregulated market is seen as an impractical ideal,['Against']
ibm_claim_pola,sample,Against,education is more effective than legislation at combating Holocaust denial,['Against']
ibm_claim_pola,sample,Against,gun bans would increase injuries and deaths,['Against']
ibm_claim_pola,sample,Against,government intervention could serve a useful purpose,['Against']
ibm_claim_pola,sample,Against,governments have a responsibility to meet individuals' reproductive needs,['Against']
ibm_claim_pola,sample,Against,"parents, not government bureaucrats, have the right to decide what is appropriate for their children",['Against']
ibm_claim_pola,sample,Against,To violate intellectual property is no different morally than violating other property rights,['Against']
ibm_claim_pola,sample,Against,Government has no right to force doctors to perform any procedure other than what they felt would be the safest,['Against']
comarg,sample,For,"Marriage is not a religious right, it is a civil contract issued by a court. Also, the nation cannot conduct laws solely on religious grounds: that is against the First Amendment (Congress shall make no law respecting an establishment of religion,...). America isn't a theocracy and no one's religion should inflict in anyone else's life. I also believe it is blasphemous to conduct God our Lord as hating any person for something no one can alter. Believing God throws gay people to the fires is showing only that you believe they should be. I hope that any person loving another should not be condemned for it, but embraced, and that their partnership is allowed to be recognized by the government even if the public refuses to. God bless the US.",['For']
comarg,sample,For,"It should remain the way it is just because this nation wouldn't be as successful without God. Taking Him out of our daily lives would cause us to lose our blessings. I say we're already losing a lot of the blessings we had just because politics are trying so hard to take God off of everything we do, whether it's at school, work, or in public.",['For']
comarg,sample,For,"Saying under God does not have to refer to a Christian God, or even a strictly religious God. I find it uplifting to state that we are all united under a greater power, whether it be that of a deity of doctrine or a collective, spiritual sense of our country's connectedness. Under God can mean different things to different people, but it is a good thing to recognize a power and purpose that is greater than any one individual.",['For']
comarg,sample,For,I have a question....isn't america supposed to have seperation of church and state?  Just because SOME (yes not all)  Christians believe it is wrong does not mean those beliefs can be enforced on this entire nation!!!!!  Also if marraige is really only important for procreation...then shoudn't infertile marraiges be illegal?  Yes ridicoulous!!  And If a child supposedely needs both a mother and a father to ever be successful in this world....then why don't we ban single parents??  And it's not like there are poor starving homeless children out there...or children in orphanages that need to be adopted......and it's not like children are being born every day...Everyone needs to procreate or they are useless and WE NEED more children.....Yes I'm the queen of sarcasm.  But really I hope for a day when this whole country wakes the heck up and allows people to marry whoever they love....seriously only 10% of people are gay so it's not like we would loose our population because of it.  Gay people deserve all the rights in this Free Country.  Being Gay Is NOT a choice.  No one would choose to have a life where you are constantly descriminated against just by being who you are and where you are denyed rights to marraige.,['For']
comarg,sample,For,"The US has freedom of religion but was founded on Christian principles. It should be included as a reminder of that heritage. The further we remove ourselves from the principles of decency that comes with a Christian element, the further the US goes into the crapper. Our politicians have no code of ethics or if they do they don't follow it. Our society is in a free fall of morals. Do we really have to ask if Under God should be part of the allegiance to the US? If you are offended, I won't be offended if you leave. Don't let the door hit you on the ass on the way back home!",['For']
comarg,sample,For,"I am 16 and have been raised in a family where I have two moms. I can say that I have a good family, my moms have been together for more than 12 years now and rarely fight as to normal parents fight all the time. My family is constantly being judged,teased and mocked because we are not natural according to the bible. I have nothing against the bible I love reading it but come on, there are several things in there that are not natural. some examples; raining for so long there has to be an arc, Moses parting the ocean so he can save his people. My point is, people who are against people like my moms that mock and tease us (even my sister and me,even though we both are strait) learn that they are just in love and are only trying to get the rights they deserve. Same gender marriage should be legalized to get the same benefits that normal marriages get. don't be ignorant. don't mock my family, we didn't do anything wrong. thank you for your time if you have read this.",['For']
comarg,sample,For,"There is no valid reason to deny homosexual's the right to marry. Personal opinion is not a valid reason. The Bible is not a valid reason.  Whether you believe the Bible, or any other religous tome, our Constitution says that you cannot make your religious views into law. It also gives equal rights.  As the Supreme Court ruled so many decades ago   - Separate but equal is NOT equal.",['For']
comarg,sample,For,"gsy marriage is not harming anyone, they need to mind there own business and realize that the divorce rate for heterosexual couples is nearly 50% if not more! so maybe straight people should not be allowed to get married. just a thoght. This is how all drama and fights begin because people wana nose there way into others lives when they have no right to do so. The world will not be destroyed because a couple of the same sex chooses to be together. we need to stop making them feel alienated becasue they are human beings too.",['For']
comarg,sample,For,"The United States of America has been and still is a nation under God.  As a nation, we would not have enjoyed the freedom that we have had if it were not for God and those who believe in someone greater than themselves.  We pray and seek guidance from God for our leaders, neighbors, families, friends and yes, even our enemies.   We, as human beings are not perfect, yet, we can continue to strive to improve ourselves and our neighbors, through unconditional love along with a strong belief in God.  Americans should never forget that God has blessed us abundantly, but we could lose everything when we begin to believe that we did it on our own.  Should that happen, it would be a sad commentary.  We can learn from other nations and people, who left God out of their lives or erased God from their memories.  I'm not sure what NBC was thinking when they had children reciting the Pledge of Allegiance as a version minus under God. Since when do we practice such misuse of the airwaves by offering an incorrect version of our Pledge of Allegiance?  What message does that send to our children, who are the future leaders of this nation.  We must retain under God in our pledge of allegiance!",['For']
comarg,sample,For,"Why should two people be denied marriage just because of their sexuality? Have people grown that shallow? I look at the Con comments and they make me sick. You are actually going to hide behind religion. Last time I checked marriage was for people who are in love not just between a man and woman. Why should a LESBIAN be miserable in a marriage just because they cant get married to the one they love. You people are promoting cheating and crumbling marriage. All you want to do is discriminate against the gays because we are what you call HAPPY, :D we love people for what is in the inside and not just what they have on the outside.  As for your infomation im happy ENGAGED to my girlfriend and we are getting married rather you close minded people like it or not. By the way, one day you guys will loose and it will be legal in the U.S. I mean its legal for gays to be in the military whats stopping the states from legalizing it. Personally not everybody believes in the Bible or any religion. So why deny people marriage just because a selected few think its immoral. Whats immoral in discrimination and thats whats you are doing",['For']
comarg,sample,For,"The founding fathers based the constitution on the fact that God made all and that he is our leader, why should we take that away  over two words that thousands of people say everyday without thinking twice about saying the words Under God",['For']
comarg,sample,For,Normally this question don't be asked !??it's stupide  because everyone has the right to live the life that pleases him. endpoint and gay marriage is totally normal and should be legal &gt;_&lt;,['For']
comarg,sample,For,yes because we are a country that was once founded on the principles of GOD.,['For']
comarg,sample,For,"Almost every religion has a God. Every religion beleives in a different god but there is not a specific name in the pledge therefore, we are not focusing on one religion. If you are not alright with our country's pledge then dont say it. We dont care with what you do or dont do but dont make it so everyone can't when you can just not say it yourself",['For']
comarg,sample,For,"What a sad world we live in when it is legal for people to marry when drunk out of their minds in Las Vegas, and when Hugh Hefner is universally praised for all of his girlfriends, yet, two consenting, and in love homosexual individuals are banned from being wed. AND on top of that, they are chastised and discriminated against just because of their sexual preference. What a sad world we live in...",['For']
comarg,sample,For,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?",['For']
comarg,sample,For,America is based on democracy and the pledge should reflect the belief of the American majority.,['For']
comarg,sample,For,Yes because this country was found on religion and must be respected by the community that wishes to be apart of this country,['For']
comarg,sample,For,"The words 'under God' should not be removed from the Pledge of Allegiance. Reason being, this country was founded on religion and has stayed that way since it has started in retaliation to 'it's forcing religion' just because we have to say it doesn't mean we have to believe it.",['For']
comarg,sample,For,Freedom of religon!!! seriously,['For']
comarg,sample,For,"In response to the second con for gay marriage, which states that divorce rates are already threatening marriage, and that legalizing gay marriage would only serve to weaken further this institution, it states under Did You Know? that Massachusetts, the first state to do so, legalized gay marriage in 2004. Statistics show the divorce rate dropped 21% between the years 2003 and 2008, giving it the lowest divorce rate in the country. No evidence is given to support the fact that the legalization of gay marriage has ever been recorded to have had a negative effect on this aspect of the institution.   The con also gives statistics regarding the percentage of children born to unwed mothers. It does not, upon shallow  inspection, seem likely that the legalization of gay marriage would affect these numbers, for obvious reasons.  In short, this arguement is a fallacy. They gave no reasons to support the accusation that legalization would harm the institution of marriage.",['For']
comarg,sample,For,"i say Yes, because the whole pledge rests on a foundation of Contradictions &amp; Hypocrisy anyways.  The phrase under God is barely significant at best.  As evidenced by the number of comments on this question, compared to the number of comments on the question of, Should marijuana be a medical option?  There is a school of thought or ideology that says, White European Men are superior in that they know more, they know the answer, and thats the way it is.  Those people may call the United States a Christian nation, but the truth is that the era of white male dominance, exemplified in the system of corporations that has grown to encompass the world, is on the descent.  Look to the current politics of the Latin Americas for an indigenous perspective, and you will see that the historical White Male Superiority perspective is not the only way.",['For']
comarg,sample,For,Homosexuals can bring children into the world naturally and biologicaly . Conservatives think that a homosexual can't have sex with a woman and that is why homosexuals can't have children. The truth is that there's two methods how to bring children naturally into the world . It's calles petting and has the same quality  like sex. No one needs to have sex to bring children into the world. A homosexual will find a homosexual woman and both can bring a children into the world. the family is gonna be big because the homosexuals also live together with their same sex partners . Means that all live together in one house with the children that is naturally born by homosexuals . It has a lot of Pro's for the child. Also millions of bisexuals bring children into the world and also have sexual contact to same sex partners . Not only heterosexuals bring children into the world naturally. When a man and a woman have  achild so it does not mean that it has something to do that there's heterosexual . Reproduction has nothing to do with love . If u like someone you can also make achild with the one . If the there's no one around and only a homosexual man and woman and they don't love each other then both will make children to continue humanity,['For']
comarg,sample,For,Being gay is something you are born with you cant wake up one day and say  im gonna be gay. thats like saying one day your are just gonna be black or white  or asian. Not allowing gays to marry is cruel and unjust they are people just like you and me. they feel the same thing that we feel. allowing the banning of same sex marriage is saying its okay to hate against someone wo is different. america is about accepting people for who they are and allowng them to live freely.  people say it is against God's will. maybe it is but we are not God and souldnt judge. in the bible it says only God can judge others not us. let them live there lives without judgment and them being marked as outsiders.,['For']
comarg,sample,For,Likely to be seen as a state sanctioned condemnation of religion,['For']
comarg,sample,For,"Yes I think we should leave thing alone in our Pledge of Allegiance.  Its bad enough they let so one that wasn't a Christian come in and take our rights away from us.  If they are not born in American, they shouldn't have any rights to change what our Four Father's start in American.  It would be different if our Four Father's knew about the way American turned out to be.  Since we took God out of school, our school is over run with children who doesn't listen or mind.  And people wonder why there is so many children shooting other children and adults.  This does include at school, in the street, in our neighborhoods.  Kids are not afraid of consequence for there actions.  Now we have adults who don't care what their children do to others.  People wonder why American is the way that it is.  Think about it.",['For']
comarg,sample,For,"If you go up to an al-queda member and say Hey you, God doesn't exist. Your bombing buddies died for nothing and you stand for nothing, you'll get killed. Since the Holocausts, no one really wants to try to make fun of Jewish people or do anything to offend them in general. Not that they don't have a good reason, as it was a terrible thing. So we link this statement with the Christian God. However, when you say this, you are mocking Jews and Muslims as if their belief of God is inferior and not a threat to be dealt with. Seperation of church and state. Hey buddy, WHICH ONE! Why do we not act like the God said isn't one respected by all other religions. Athesism is not a religion, it is the absence of religion. Therefore, in no way is this a violation of the first Amendment as it includes all religions. Even polytheistic religions believe that their gods come together to form God.",['For']
comarg,sample,For,"Gay marriages must be legal in all 50 states.   A marriage is covenant between 2 people regardless of their genders.   Discrimination against gag marriage is unconstitutional and biased.   Tolerance, education and social justice make our world a better place.",['For']
comarg,sample,For,I think that gay marriage should be allowed in every part of the world. If two people love eachother and want to be together forever then that should be it. Let them do it. The saying Love Is Love should be used. In the religious aspect of everything God says in the Bible that you should love everyone and treat them with kindness and compassion. So people who discriminate against the same sex wanting to be together are not Christians or do not believe in God. Places where they have same sex marriage banned are going to have chaos if they dont legalize it soon. I strongly believe that if two people love eachother then let them do what they want. If any oppurtuity comes up where love is shown then it's just making the world a more loving place.,['For']
comarg,sample,For,"Homosexuality didn't just show up one day. It's always been around. Sexual orientation should not determine what rights you can or cannot have. As American citizens, we should all have equal rights, no matter who we love. All love is equal.",['For']
comarg,sample,For,"Either way, theyre going to be together. Marriage is a way to express that you love somebody and want to be with them for the rest of your life, and if two people who are not married can stay together regardless of what anybody thinks the let them be together because youre not going to separate them due to the fact that they are legally not allowed to be married. And besides that, many people claim that its a sin, and granted, its in the old testament, but then you must also make premarital sex illegal, along with disrespecting parents. People need to respect other peoples wishes and to stop bullying others because of the way they feel towards members of the same sex. I mean after all, doesnt this country go through enough discrimination without the bullying of gay people?",['For']
comarg,sample,For,"I think gay marriage is fine because if somebody wants to get married to who they like then they should have the freedom to.  Remember, the United States is a FREE country",['For']
